1544089964895658795,0
1544089964996494198,0
1544089965095898990,0
1544089965195097189,0
1544089965295300133,0
1544089965395538237,0
1544089965495870910,0
1544089965594973990,0
1544089965695212966,0
1544089965795436273,0
1544089965895691373,0
1544089965995904045,0
1544089966095125996,0
1544089966195332071,0
1544089966295690021,0
1544089966395792040,0
1544089966494937287,0
1544089966595869144,0
1544089966695587788,0
1544089966795756945,0
1544089966894946244,0
1544089966995215128,0
1544089967095343495,0
1544089967195540115,0
1544089967295754973,0
1544089967396062441,0
1544089967495300602,0
1544089967596070834,0
1544089967695355838,0
1544089967795782849,0
1544089967895999171,0
1544089967995308553,0
1544089968095539691,0
1544089968195718288,0
1544089968295981600,400
1544089968395150359,400
1544089968495535080,400
1544089968595646450,400
1544089968695884307,400
1544089968795062272,400
1544089968895325410,400
1544089968995751374,400
1544089969095970088,400
1544089969195510593,400
1544089969295608425,406
1544089969395746943,406
1544089969495981108,406
1544089969596252737,406
1544089969696238408,406
1544089969795465963,406
1544089969895711735,406
1544089969995865787,406
1544089970095054045,406
1544089970195234993,406
1544089970295428129,400
1544089970395646085,400
1544089970496752744,400
1544089970595604968,400
1544089970695827129,400
1544089970795631184,400
1544089970895938256,400
1544089970995167397,400
1544089971095356677,400
1544089971195517108,400
1544089971295693857,393
1544089971395895418,393
1544089971495137466,393
1544089971595343958,393
1544089971695553453,393
1544089971795760947,393
1544089971895952795,393
1544089971995169397,393
1544089972095399655,393
1544089972194927404,393
1544089972295134733,400
1544089972395321193,400
1544089972495550972,400
1544089972595765997,400
1544089972695980814,400
1544089972795167195,400
1544089972895413836,400
1544089972995721054,400
1544089973095943496,400
1544089973195142492,400
1544089973295612090,393
1544089973395855609,393
1544089973494961643,393
1544089973595147455,393
1544089973695384762,393
1544089973795572004,393
1544089973895754385,393
1544089973995946061,393
1544089974095147278,393
1544089974195433591,393
1544089974295831287,400
1544089974395113765,400
1544089974495574675,400
1544089974595744880,400
1544089974696065894,400
1544089974795273492,400
1544089974895437641,400
1544089974995639786,400
1544089975095851009,400
1544089975195113495,400
1544089975295320808,406
1544089975395522924,406
1544089975495798579,406
1544089975595941703,406
1544089975695264643,406
1544089975795381107,406
1544089975895614359,406
1544089975995822117,406
1544089976094947739,406
1544089976195142426,406
1544089976295461060,400
1544089976395647982,400
1544089976495883256,400
1544089976595220366,400
1544089976695340167,400
1544089976795595227,400
1544089976895783310,400
1544089976994955176,400
1544089977095198316,400
1544089977195325080,400
1544089977295616460,400
1544089977395873934,400
1544089977495198001,400
1544089977597438482,400
1544089977695689878,400
1544089977795886880,400
1544089977895062356,400
1544089977995674448,400
1544089978095884191,400
1544089978196018967,400
1544089978295264911,406
1544089978395499586,406
1544089978495707077,406
1544089978595895329,406
1544089978695181160,406
1544089978795361023,406
1544089978895737796,406
1544089978996015592,406
1544089979095204397,406
1544089979195322822,406
1544089979295515368,400
1544089979395751863,400
1544089979496053241,400
1544089979595276496,400
1544089979695508619,400
1544089979795880750,400
1544089979895137560,400
1544089979995406076,400
1544089980095672929,400
1544089980195878874,400
1544089980295148409,393
1544089980395376175,393
1544089980495587832,393
1544089980595791281,393
1544089980694932651,393
1544089980795203752,393
1544089980895311281,393
1544089980995472844,393
1544089981095777864,393
1544089981196021105,393
1544089981295248949,400
1544089981395488175,400
1544089981495615146,400
1544089981595817054,400
1544089981695022576,400
1544089981795329864,400
1544089981895526610,400
1544089981995771464,400
1544089982094974788,400
1544089982195227338,400
1544089982295444246,393
1544089982395625466,393
1544089982495887242,393
1544089982594953414,393
1544089982695150455,393
1544089982795427677,393
1544089982895727068,393
1544089982995826026,393
1544089983095009445,393
1544089983195391671,393
1544089983295520692,400
1544089983397333561,400
1544089983495760729,400
1544089983595929928,400
1544089983695133657,400
1544089983795320519,400
1544089983895534953,400
1544089983995732568,400
1544089984095895123,400
1544089984195158186,400
1544089984295334187,406
1544089984395582183,406
1544089984495795045,406
1544089984594934946,406
1544089984695126063,406
1544089984795311406,406
1544089984895592152,406
1544089984995817153,406
1544089985094921711,406
1544089985195127714,406
1544089985295315565,400
1544089985395696847,400
1544089985495964431,400
1544089985595152488,400
1544089985695331948,400
1544089985795547825,400
1544089985895708295,400
1544089985995889131,400
1544089986095106264,400
1544089986195311743,400
1544089986295649126,400
1544089986395869376,400
1544089986495063270,400
1544089986595318106,400
1544089986695559586,400
1544089986795661207,400
1544089986895879208,400
1544089986995119634,400
1544089987095248959,400
1544089987195476052,400
1544089987295706885,406
1544089987395883336,406
1544089987495073143,406
1544089987595257509,406
1544089987695509190,406
1544089987795743882,406
1544089987896024251,406
1544089987995149213,406
1544089988095376305,406
1544089988196957052,406
1544089988295303995,400
1544089988395451232,400
1544089988495002683,400
1544089988595948758,400
1544089988695215573,400
1544089988795466078,400
1544089988895683441,400
1544089988996009329,400
1544089989095193862,400
1544089989195434350,400
1544089989295662485,393
1544089989396024304,393
1544089989495405838,393
1544089989595639498,393
1544089989696823123,393
1544089989795858456,393
1544089989895082741,393
1544089989995301725,393
1544089990095693190,393
1544089990195778786,393
1544089990295047106,400
1544089990395197620,400
1544089990495455498,400
1544089990595684465,400
1544089990695889722,400
1544089990795113971,400
1544089990895308282,400
1544089990995513557,400
